Generator Loss
8.275986677392975
5.8347279083393415
5.0846838025790655
4.6354979188241
4.225268147942965
3.8931701919611763
3.8342965342809476
3.429172172646998
3.399448653316254
3.379897203439337
3.3014940708646994
3.2397112942412685
3.145767445073408
3.1585361811206165
3.251737802839645
3.1772181047960317
3.4745194531615127
3.376973506815903
3.395504944236077
3.230428208932852
3.16796606039757
2.948401476568578
2.858707016538781
2.8378977588832837
2.517355384271773
2.424356215750165
2.3205517123422355
2.2767730278279776
2.2146512590101004
2.0196738227858875
2.08181814487328
2.0679340117499043
2.162231140276965
2.235999883898079
2.3400741408548087
2.6552104461376014
2.6450349796763466
2.757939860720159
2.729532307371154
2.7880041354605
2.8261842117894944
